date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-15,App Install,PA,TikTok_App Install_PA,18200,261,661.0,2355.4
2024-01-15,App Install,MI,TikTok_App Install_MI,22196,120,987.41,3165.67
2024-01-16,Search,NY,TikTok_Search_NY,16457,137,1362.8,3489.35
2024-01-16,Search,IL,TikTok_Search_IL,3993,108,1291.72,8398.92
2024-01-16,Display,NY,TikTok_Display_NY,18969,291,1017.86,5510.58
2024-01-16,Video,NY,TikTok_Video_NY,14550,228,702.86,1817.91
2024-01-16,Video,FL,TikTok_Video_FL,20526,125,990.08,4099.04
2024-01-16,Video,PA,TikTok_Video_PA,19341,31,136.54,359.46
2024-01-16,Video,OH,TikTok_Video_OH,22644,61,663.81,2112.92
2024-01-16,Video,MI,TikTok_Video_MI,14870,137,1473.8,10213.64
2024-01-16,Shopping,TX,TikTok_Shopping_TX,11790,252,953.55,2712.58
2024-01-16,Shopping,FL,TikTok_Shopping_FL,6346,233,578.71,3408.07
2024-01-16,Shopping,GA,TikTok_Shopping_GA,5711,117,1012.3,6815.26
2024-01-16,Shopping,MI,TikTok_Shopping_MI,29697,259,203.18,750.52
2024-01-16,Discovery,NY,TikTok_Discovery_NY,18606,84,1283.37,2342.5
2024-01-16,Discovery,GA,TikTok_Discovery_GA,25914,77,1067.29,2929.14
2024-01-16,Discovery,MI,TikTok_Discovery_MI,29187,281,1183.19,7384.49
2024-01-16,App Install,FL,TikTok_App Install_FL,7125,28,1055.74,3028.72
2024-01-17,Search,NY,TikTok_Search_NY,9247,170,667.51,4451.18
2024-01-17,Display,TX,TikTok_Display_TX,8351,198,175.99,571.19
2024-01-17,Display,FL,TikTok_Display_FL,24527,21,1489.51,8753.06
2024-01-17,Discovery,IL,TikTok_Discovery_IL,21070,255,773.68,4942.55
2024-01-17,Discovery,PA,TikTok_Discovery_PA,7290,262,765.84,2067.94
2024-01-17,Discovery,NC,TikTok_Discovery_NC,19382,87,230.44,1270.07
2024-01-17,App Install,IL,TikTok_App Install_IL,4527,17,51.02,277.19
2024-01-17,App Install,PA,TikTok_App Install_PA,17259,8,455.52,1466.83
2024-01-18,Display,NY,TikTok_Display_NY,10661,55,620.75,3760.32
2024-01-18,Video,GA,TikTok_Video_GA,14779,180,1279.31,3231.95
2024-01-18,Shopping,NY,TikTok_Shopping_NY,17519,36,452.65,2281.67
2024-01-18,Shopping,FL,TikTok_Shopping_FL,12315,261,746.85,1901.97
2024-01-18,Shopping,OH,TikTok_Shopping_OH,23186,44,1039.8,4867.15
2024-01-18,Shopping,GA,TikTok_Shopping_GA,26178,92,904.52,4150.2
2024-01-18,Discovery,TX,TikTok_Discovery_TX,14648,250,235.35,931.37
2024-01-18,Discovery,FL,TikTok_Discovery_FL,8919,130,268.47,1693.25
2024-01-18,Discovery,IL,TikTok_Discovery_IL,19068,50,829.66,2312.74
2024-01-18,Discovery,OH,TikTok_Discovery_OH,4171,15,1348.35,3187.73
2024-01-18,App Install,MI,TikTok_App Install_MI,8788,146,313.5,1556.46
2024-01-19,Search,GA,TikTok_Search_GA,8414,238,1077.55,2438.24
2024-01-19,Display,PA,TikTok_Display_PA,23784,282,1076.71,5158.38
2024-01-19,Display,MI,TikTok_Display_MI,22864,278,1387.43,4856.72
2024-01-19,Video,NY,TikTok_Video_NY,14661,61,1169.12,7673.96
2024-01-19,Video,TX,TikTok_Video_TX,15918,222,1403.38,4762.93
2024-01-19,Shopping,PA,TikTok_Shopping_PA,2092,294,1098.52,5440.16
2024-01-19,Shopping,OH,TikTok_Shopping_OH,27263,7,222.74,1545.34
2024-01-19,Discovery,CA,TikTok_Discovery_CA,28807,165,1288.41,7285.02
2024-01-19,Discovery,NY,TikTok_Discovery_NY,5705,101,823.84,4312.08
2024-01-19,Discovery,TX,TikTok_Discovery_TX,21371,68,1170.49,6986.19
2024-01-19,Discovery,FL,TikTok_Discovery_FL,13040,145,1351.58,7570.56
2024-01-19,Discovery,IL,TikTok_Discovery_IL,1668,143,643.1,1769.12
2024-01-19,Discovery,PA,TikTok_Discovery_PA,8227,222,629.81,3204.02
2024-01-19,App Install,PA,TikTok_App Install_PA,10785,12,375.48,1931.7
2024-01-20,Search,CA,TikTok_Search_CA,17841,86,120.09,768.31
2024-01-20,Search,NC,TikTok_Search_NC,28515,131,1414.24,6336.59
2024-01-20,Display,FL,TikTok_Display_FL,7126,143,35.75,236.82
2024-01-20,Display,IL,TikTok_Display_IL,18760,11,718.04,1651.65
2024-01-20,Display,PA,TikTok_Display_PA,4734,173,1062.83,3247.94
2024-01-20,Display,MI,TikTok_Display_MI,2625,186,534.43,2187.06
2024-01-20,Video,FL,TikTok_Video_FL,15840,163,849.4,2000.38
2024-01-20,Video,PA,TikTok_Video_PA,22891,213,659.15,2350.41
2024-01-20,Video,OH,TikTok_Video_OH,9224,300,1125.11,2771.37
2024-01-20,Video,GA,TikTok_Video_GA,11829,31,1253.44,8524.54
2024-01-20,Video,NC,TikTok_Video_NC,28484,55,335.31,1047.63
2024-01-20,Video,MI,TikTok_Video_MI,20774,296,104.29,273.2
2024-01-20,Shopping,NC,TikTok_Shopping_NC,28840,294,132.71,329.69
2024-01-20,Discovery,CA,TikTok_Discovery_CA,14970,62,1042.32,2470.45
2024-01-20,Discovery,TX,TikTok_Discovery_TX,3368,190,493.14,2600.49
2024-01-20,Discovery,PA,TikTok_Discovery_PA,6308,50,649.49,3443.19
2024-01-20,Discovery,OH,TikTok_Discovery_OH,11156,205,1288.87,7156.52
2024-01-20,Discovery,NC,TikTok_Discovery_NC,8730,146,1256.22,3499.65
2024-01-20,App Install,TX,TikTok_App Install_TX,3544,293,1218.29,4843.57
2024-01-20,App Install,IL,TikTok_App Install_IL,5423,8,958.36,4034.35
2024-01-20,App Install,PA,TikTok_App Install_PA,10957,231,615.02,2706.81
2024-01-20,App Install,OH,TikTok_App Install_OH,29417,29,1275.35,5659.77
2024-01-21,Search,NY,TikTok_Search_NY,1794,101,824.4,3079.2
2024-01-21,Search,TX,TikTok_Search_TX,7437,27,1352.28,7114.53
2024-01-21,Search,IL,TikTok_Search_IL,15112,222,978.72,4183.44
2024-01-21,Display,FL,TikTok_Display_FL,7716,145,1211.04,6195.85
2024-01-21,Display,IL,TikTok_Display_IL,25427,198,549.95,3246.11
2024-01-21,Video,NC,TikTok_Video_NC,16874,192,189.09,1057.26
2024-01-21,Shopping,GA,TikTok_Shopping_GA,10814,122,1066.85,4404.01
2024-01-21,Shopping,NC,TikTok_Shopping_NC,21387,207,1113.04,4989.05
2024-01-21,Shopping,MI,TikTok_Shopping_MI,4690,293,264.84,1813.62
2024-01-21,Discovery,NC,TikTok_Discovery_NC,9830,208,637.42,2052.3
2024-01-21,Discovery,MI,TikTok_Discovery_MI,28230,162,344.59,951.54
2024-01-21,App Install,TX,TikTok_App Install_TX,4493,84,293.04,1380.13
2024-01-21,App Install,FL,TikTok_App Install_FL,10703,107,561.7,3222.77
2024-01-21,App Install,GA,TikTok_App Install_GA,22576,194,78.42,433.24
2024-01-22,Search,FL,TikTok_Search_FL,27041,226,1025.0,5403.39
2024-01-22,Display,IL,TikTok_Display_IL,14621,263,259.07,875.12
2024-01-22,Video,NY,TikTok_Video_NY,5702,163,339.23,1331.17
2024-01-22,Video,PA,TikTok_Video_PA,21249,176,881.54,3118.75
2024-01-22,Shopping,TX,TikTok_Shopping_TX,5704,78,511.27,2872.79
2024-01-22,Discovery,TX,TikTok_Discovery_TX,22519,143,717.26,2008.81
2024-01-22,Discovery,MI,TikTok_Discovery_MI,3348,157,911.26,5164.06
2024-01-23,Search,TX,TikTok_Search_TX,22788,135,1337.56,7651.27
2024-01-23,Search,GA,TikTok_Search_GA,22363,170,643.12,1447.48
2024-01-23,Search,MI,TikTok_Search_MI,28969,281,364.95,1901.41
2024-01-23,Display,CA,TikTok_Display_CA,24787,283,70.66,272.34
2024-01-23,Display,NY,TikTok_Display_NY,21648,220,890.86,5330.36
2024-01-23,Display,GA,TikTok_Display_GA,22567,287,1216.37,2765.42
2024-01-23,Display,MI,TikTok_Display_MI,16922,19,142.86,416.93
2024-01-23,Video,NY,TikTok_Video_NY,5477,83,383.48,888.48
2024-01-23,Video,TX,TikTok_Video_TX,25399,129,1226.12,4725.34
2024-01-23,Video,OH,TikTok_Video_OH,6515,95,146.94,635.09
2024-01-23,Video,GA,TikTok_Video_GA,4183,223,741.34,1469.2
2024-01-23,Video,NC,TikTok_Video_NC,3700,14,1349.42,9085.14
2024-01-23,Shopping,PA,TikTok_Shopping_PA,25135,58,994.55,5094.14
2024-01-23,Discovery,NY,TikTok_Discovery_NY,17853,94,1410.35,8771.88
2024-01-23,Discovery,TX,TikTok_Discovery_TX,12713,266,1367.22,5880.38
2024-01-23,Discovery,NC,TikTok_Discovery_NC,15317,34,1349.93,7273.06
2024-01-23,Discovery,MI,TikTok_Discovery_MI,1587,77,813.57,2252.89
2024-01-23,App Install,NY,TikTok_App Install_NY,17528,126,995.48,5585.07
2024-01-23,App Install,TX,TikTok_App Install_TX,21048,284,1401.65,3996.02
2024-01-23,App Install,PA,TikTok_App Install_PA,913,90,196.49,1034.21
2024-01-23,App Install,OH,TikTok_App Install_OH,18403,114,291.58,1583.02
2024-01-23,App Install,GA,TikTok_App Install_GA,5748,184,304.75,1263.03
2024-01-24,Search,CA,TikTok_Search_CA,15813,50,353.76,818.38
2024-01-24,Search,FL,TikTok_Search_FL,22770,115,276.17,1051.85
2024-01-24,Search,IL,TikTok_Search_IL,4200,47,619.31,2742.8
2024-01-24,Display,TX,TikTok_Display_TX,29161,54,519.65,2305.9
2024-01-24,Display,IL,TikTok_Display_IL,1836,124,1176.18,3160.73
2024-01-24,Video,CA,TikTok_Video_CA,12329,16,445.88,2364.64
2024-01-24,Video,TX,TikTok_Video_TX,11730,148,1175.58,2486.79
2024-01-24,Video,FL,TikTok_Video_FL,10982,168,33.86,106.64
2024-01-24,Video,IL,TikTok_Video_IL,8124,216,1395.76,5753.62
2024-01-24,Video,MI,TikTok_Video_MI,1276,291,992.92,2960.46
2024-01-24,Shopping,NC,TikTok_Shopping_NC,19995,88,679.54,2829.43
2024-01-24,Discovery,CA,TikTok_Discovery_CA,4360,75,836.29,3961.08
