date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-04,Search,NY,Google_Search_NY,64960,245,1370.57,2879.15
2024-01-04,Search,IL,Google_Search_IL,74318,541,1961.48,4219.36
2024-01-04,Search,PA,Google_Search_PA,50605,554,838.95,1631.56
2024-01-04,Search,NC,Google_Search_NC,54915,40,282.61,1641.15
2024-01-04,Search,MI,Google_Search_MI,39068,278,2448.16,12020.01
2024-01-04,Display,PA,Google_Display_PA,67147,561,109.78,638.21
2024-01-04,Display,OH,Google_Display_OH,74597,449,1747.06,2632.07
2024-01-04,Display,GA,Google_Display_GA,16216,770,988.38,4881.34
2024-01-04,Display,NC,Google_Display_NC,37643,620,678.45,2244.86
2024-01-04,Video,TX,Google_Video_TX,63846,659,669.18,1741.19
2024-01-04,Video,FL,Google_Video_FL,46059,385,1467.01,3792.6
2024-01-04,Video,IL,Google_Video_IL,31829,461,2876.76,4527.84
2024-01-04,Video,PA,Google_Video_PA,76076,160,770.78,4161.83
2024-01-04,Video,OH,Google_Video_OH,56048,567,2988.27,5458.73
2024-01-04,Shopping,CA,Google_Shopping_CA,30119,243,1175.54,1957.01
2024-01-04,Shopping,NY,Google_Shopping_NY,79004,438,448.8,1239.53
2024-01-04,Shopping,IL,Google_Shopping_IL,46671,262,1874.14,3599.85
2024-01-04,Shopping,PA,Google_Shopping_PA,72371,784,1924.41,9475.99
2024-01-04,Shopping,OH,Google_Shopping_OH,38317,574,584.41,2868.26
2024-01-04,Discovery,FL,Google_Discovery_FL,68021,616,765.05,3129.48
2024-01-04,Discovery,IL,Google_Discovery_IL,47738,385,2284.65,9146.12
2024-01-04,Discovery,PA,Google_Discovery_PA,14780,662,1757.94,7915.74
2024-01-04,Discovery,OH,Google_Discovery_OH,22572,259,2238.68,10736.65
2024-01-04,Discovery,GA,Google_Discovery_GA,29403,222,484.62,1731.96
2024-01-04,Discovery,MI,Google_Discovery_MI,19631,52,441.84,2476.56
2024-01-04,App Install,CA,Google_App Install_CA,41268,723,1352.29,6214.6
2024-01-04,App Install,TX,Google_App Install_TX,51556,27,596.99,989.86
2024-01-04,App Install,FL,Google_App Install_FL,57096,131,346.0,764.28
2024-01-04,App Install,IL,Google_App Install_IL,56401,131,1360.39,6323.92
2024-01-04,App Install,PA,Google_App Install_PA,70191,750,1709.49,7773.3
2024-01-05,Search,TX,Google_Search_TX,79892,565,2015.5,4978.57
2024-01-05,Search,IL,Google_Search_IL,60336,305,1015.62,4294.3
2024-01-05,Search,NC,Google_Search_NC,40736,404,2340.42,8406.57
2024-01-05,Search,MI,Google_Search_MI,78205,138,2410.15,4990.22
2024-01-05,Display,CA,Google_Display_CA,71932,135,1724.19,5647.98
2024-01-05,Display,IL,Google_Display_IL,25565,571,2639.82,13450.51
2024-01-05,Display,PA,Google_Display_PA,8652,540,2589.08,10217.85
2024-01-05,Display,OH,Google_Display_OH,72648,585,342.35,1322.43
2024-01-05,Display,GA,Google_Display_GA,36228,360,1691.83,8842.35
2024-01-05,Display,NC,Google_Display_NC,66291,230,505.17,2553.68
2024-01-05,Video,CA,Google_Video_CA,21375,659,1382.81,4700.93
2024-01-05,Video,TX,Google_Video_TX,44184,491,577.44,1584.15
2024-01-05,Video,IL,Google_Video_IL,3511,47,2348.38,10823.64
2024-01-05,Video,GA,Google_Video_GA,23616,795,2252.37,9835.39
2024-01-05,Video,NC,Google_Video_NC,26958,512,2863.96,5562.3
2024-01-05,Shopping,NY,Google_Shopping_NY,5387,756,534.35,1651.14
2024-01-05,Shopping,TX,Google_Shopping_TX,17093,536,1972.26,9637.22
2024-01-05,Shopping,FL,Google_Shopping_FL,13146,578,2457.02,10323.34
2024-01-05,Shopping,NC,Google_Shopping_NC,25032,315,1554.1,7844.18
2024-01-05,Shopping,MI,Google_Shopping_MI,63456,61,1570.72,5659.15
2024-01-05,Discovery,CA,Google_Discovery_CA,8403,22,2019.91,11081.35
2024-01-05,Discovery,NY,Google_Discovery_NY,46759,110,1148.25,4388.06
2024-01-05,Discovery,PA,Google_Discovery_PA,21565,295,1583.88,9436.76
2024-01-05,Discovery,OH,Google_Discovery_OH,8422,394,999.37,2264.62
2024-01-05,App Install,CA,Google_App Install_CA,63573,74,1279.52,3303.41
2024-01-05,App Install,IL,Google_App Install_IL,4227,659,2357.98,13650.29
2024-01-05,App Install,GA,Google_App Install_GA,9957,294,2425.78,13770.25
2024-01-05,App Install,MI,Google_App Install_MI,71281,147,2681.59,15066.69
2024-01-06,Search,NY,Google_Search_NY,35903,679,614.59,3544.96
2024-01-06,Search,PA,Google_Search_PA,26600,561,1978.45,6526.3
2024-01-06,Search,OH,Google_Search_OH,10589,164,2120.27,9087.13
2024-01-06,Search,GA,Google_Search_GA,24396,554,1757.12,7929.4
2024-01-06,Display,CA,Google_Display_CA,33813,449,2293.79,4787.82
2024-01-06,Display,IL,Google_Display_IL,35010,104,1439.7,2423.74
2024-01-06,Display,PA,Google_Display_PA,53102,180,1128.56,5503.22
2024-01-06,Display,NC,Google_Display_NC,54858,254,2191.26,6925.95
2024-01-06,Video,CA,Google_Video_CA,27122,766,167.47,314.96
2024-01-06,Video,NY,Google_Video_NY,55895,306,2602.94,9913.08
2024-01-06,Video,PA,Google_Video_PA,31604,768,416.0,1075.98
2024-01-06,Video,MI,Google_Video_MI,19596,496,1869.28,8668.5
2024-01-06,Shopping,NY,Google_Shopping_NY,39971,723,1953.34,11659.59
2024-01-06,Shopping,TX,Google_Shopping_TX,28822,241,705.92,3489.15
2024-01-06,Shopping,FL,Google_Shopping_FL,70971,283,1802.65,9870.71
2024-01-06,Shopping,IL,Google_Shopping_IL,31082,164,2437.25,4643.59
2024-01-06,Shopping,MI,Google_Shopping_MI,8334,641,2929.21,7571.82
2024-01-06,Discovery,CA,Google_Discovery_CA,27950,524,728.67,2420.98
2024-01-06,Discovery,NY,Google_Discovery_NY,31585,60,2658.91,14216.29
2024-01-06,Discovery,NC,Google_Discovery_NC,53031,117,1438.97,5400.56
2024-01-06,App Install,FL,Google_App Install_FL,26225,233,2479.01,14843.54
2024-01-06,App Install,IL,Google_App Install_IL,15991,362,2358.04,4725.66
2024-01-06,App Install,PA,Google_App Install_PA,70664,33,808.72,2586.13
2024-01-06,App Install,NC,Google_App Install_NC,39178,630,447.13,2129.02
2024-01-07,Search,CA,Google_Search_CA,30010,421,1166.92,5909.74
2024-01-07,Search,NY,Google_Search_NY,9594,98,1002.56,1823.77
2024-01-07,Search,TX,Google_Search_TX,70938,674,2338.42,6525.96
2024-01-07,Search,IL,Google_Search_IL,54035,562,1484.31,7824.21
2024-01-07,Search,NC,Google_Search_NC,22667,240,1859.05,7020.39
2024-01-07,Search,MI,Google_Search_MI,61151,301,1072.05,3625.91
2024-01-07,Display,CA,Google_Display_CA,6781,732,2263.45,10837.99
2024-01-07,Display,NY,Google_Display_NY,72268,437,2827.94,4787.25
2024-01-07,Display,TX,Google_Display_TX,4785,365,789.18,4506.35
2024-01-07,Display,GA,Google_Display_GA,18880,456,2362.89,3735.4
2024-01-07,Display,NC,Google_Display_NC,27288,76,1608.74,3884.02
2024-01-07,Display,MI,Google_Display_MI,13584,47,1220.22,5591.17
2024-01-07,Video,CA,Google_Video_CA,29899,122,2863.08,14184.21
2024-01-07,Video,NY,Google_Video_NY,46634,384,250.95,861.78
2024-01-07,Video,IL,Google_Video_IL,65605,454,2312.85,10173.49
2024-01-07,Video,PA,Google_Video_PA,29637,557,2511.04,7047.98
2024-01-07,Video,GA,Google_Video_GA,41846,587,114.38,443.24
2024-01-07,Video,MI,Google_Video_MI,41117,263,1482.97,6676.31
2024-01-07,Shopping,TX,Google_Shopping_TX,8045,237,777.87,2477.01
2024-01-07,Shopping,IL,Google_Shopping_IL,50570,482,2104.21,3327.27
2024-01-07,Shopping,MI,Google_Shopping_MI,39925,312,1764.85,10072.6
2024-01-07,Discovery,TX,Google_Discovery_TX,23705,432,2293.03,10726.19
2024-01-07,Discovery,GA,Google_Discovery_GA,40851,585,1961.07,9644.02
2024-01-07,App Install,TX,Google_App Install_TX,70447,322,521.03,2618.61
2024-01-07,App Install,OH,Google_App Install_OH,76100,125,953.78,4745.4
2024-01-08,Search,FL,Google_Search_FL,31232,321,2363.53,11801.61
2024-01-08,Search,GA,Google_Search_GA,5009,591,1471.63,4843.11
2024-01-08,Search,NC,Google_Search_NC,56749,51,1961.61,4477.61
2024-01-08,Search,MI,Google_Search_MI,75617,761,761.52,3221.45
2024-01-08,Display,CA,Google_Display_CA,49422,685,807.49,4663.49
2024-01-08,Display,NY,Google_Display_NY,75551,795,150.75,781.55
2024-01-08,Display,TX,Google_Display_TX,2402,372,2884.06,15841.48
2024-01-08,Display,FL,Google_Display_FL,20672,731,1742.18,6016.9
2024-01-08,Display,IL,Google_Display_IL,21299,435,1812.49,5644.53
2024-01-08,Display,GA,Google_Display_GA,74170,411,1761.45,5374.58
2024-01-08,Video,CA,Google_Video_CA,75635,513,2445.35,4749.21
2024-01-08,Video,PA,Google_Video_PA,46151,788,448.54,2374.96
2024-01-08,Video,GA,Google_Video_GA,21523,266,1804.07,8982.75
2024-01-08,Video,MI,Google_Video_MI,7316,50,2514.34,5629.86
2024-01-08,Shopping,NY,Google_Shopping_NY,69357,464,1841.14,10279.12
2024-01-08,Shopping,TX,Google_Shopping_TX,9228,139,2517.76,12424.25
2024-01-08,Shopping,IL,Google_Shopping_IL,27340,646,1071.04,6279.2
2024-01-08,Shopping,OH,Google_Shopping_OH,10679,404,1630.66,6937.31
2024-01-08,Shopping,GA,Google_Shopping_GA,40408,664,1858.95,9964.45
2024-01-08,Shopping,NC,Google_Shopping_NC,61393,437,2343.6,12615.69
2024-01-08,Discovery,IL,Google_Discovery_IL,50281,245,1948.76,5291.94
2024-01-08,Discovery,NC,Google_Discovery_NC,9626,751,2834.5,15545.7
2024-01-08,App Install,TX,Google_App Install_TX,19982,372,156.44,796.91
2024-01-08,App Install,GA,Google_App Install_GA,8251,184,1739.72,9909.78
2024-01-08,App Install,NC,Google_App Install_NC,36543,43,1252.11,4830.53
2024-01-09,Search,CA,Google_Search_CA,27594,223,687.73,1749.94
2024-01-09,Search,FL,Google_Search_FL,24445,227,1099.75,6405.56
2024-01-09,Search,IL,Google_Search_IL,73393,101,1446.34,3503.22
2024-01-09,Search,NC,Google_Search_NC,23414,20,1201.51,2985.65
2024-01-09,Display,TX,Google_Display_TX,63306,527,1683.73,9923.8
2024-01-09,Display,FL,Google_Display_FL,26954,243,1397.72,7703.25
2024-01-09,Display,PA,Google_Display_PA,79667,70,2205.36,4982.18
2024-01-09,Display,GA,Google_Display_GA,53850,321,1579.78,9287.29
2024-01-09,Display,NC,Google_Display_NC,38096,311,2985.29,7655.14
2024-01-09,Display,MI,Google_Display_MI,34784,124,1255.24,4900.24
2024-01-09,Video,OH,Google_Video_OH,23165,674,367.58,1364.49
2024-01-09,Video,MI,Google_Video_MI,27347,287,1606.33,9447.72
2024-01-09,Shopping,CA,Google_Shopping_CA,73581,368,2230.19,8275.96
2024-01-09,Shopping,FL,Google_Shopping_FL,57839,257,2636.73,10354.74
2024-01-09,Shopping,OH,Google_Shopping_OH,43738,438,184.56,466.94
2024-01-09,Shopping,MI,Google_Shopping_MI,79150,577,2185.63,7494.75
2024-01-09,Discovery,OH,Google_Discovery_OH,55095,550,2361.67,5099.9
2024-01-09,Discovery,NC,Google_Discovery_NC,2295,405,1667.8,3134.77
2024-01-09,App Install,CA,Google_App Install_CA,47783,355,2054.26,3878.14
2024-01-09,App Install,NY,Google_App Install_NY,49977,35,2354.13,9241.93
2024-01-09,App Install,FL,Google_App Install_FL,36722,434,1751.35,8399.84
2024-01-09,App Install,OH,Google_App Install_OH,76792,162,1049.44,3453.37
2024-01-09,App Install,MI,Google_App Install_MI,79415,567,2340.46,6338.72
2024-01-10,Search,TX,Google_Search_TX,73660,36,2863.95,5931.05
2024-01-10,Search,NC,Google_Search_NC,73078,463,2927.53,12272.2
2024-01-10,Display,NY,Google_Display_NY,19037,325,2659.22,8030.18
2024-01-10,Display,OH,Google_Display_OH,61226,661,1682.51,5990.54
2024-01-10,Video,NY,Google_Video_NY,25467,260,2696.07,8917.08
2024-01-10,Video,TX,Google_Video_TX,27688,572,2330.41,10382.61
2024-01-10,Video,FL,Google_Video_FL,61245,301,1203.3,2227.26
2024-01-10,Shopping,GA,Google_Shopping_GA,69648,610,668.85,3995.59
2024-01-10,Shopping,NC,Google_Shopping_NC,71748,345,2076.53,3120.91
2024-01-10,Discovery,TX,Google_Discovery_TX,37301,50,2024.35,10941.72
2024-01-10,Discovery,IL,Google_Discovery_IL,45499,722,1424.24,2381.93
2024-01-10,Discovery,OH,Google_Discovery_OH,73010,200,2357.3,7170.53
2024-01-10,Discovery,GA,Google_Discovery_GA,34926,206,2809.27,9184.29
2024-01-10,Discovery,MI,Google_Discovery_MI,48271,646,953.08,4167.18
2024-01-10,App Install,NY,Google_App Install_NY,71822,777,1770.55,4801.1
2024-01-10,App Install,TX,Google_App Install_TX,31123,219,1683.93,9357.3
2024-01-10,App Install,IL,Google_App Install_IL,55071,188,856.11,3921.09
2024-01-10,App Install,OH,Google_App Install_OH,46287,759,2969.21,10911.42
2024-01-10,App Install,NC,Google_App Install_NC,23978,609,598.39,3445.08
2024-01-10,App Install,MI,Google_App Install_MI,31133,371,1636.25,8209.99
2024-01-11,Search,CA,Google_Search_CA,31301,536,408.01,1916.74
2024-01-11,Search,NY,Google_Search_NY,5363,681,1519.93,4077.71
2024-01-11,Search,TX,Google_Search_TX,75227,352,145.33,427.57
2024-01-11,Search,OH,Google_Search_OH,27448,333,1921.57,3919.81
2024-01-11,Display,NY,Google_Display_NY,65074,633,1504.32,2573.9
2024-01-11,Display,PA,Google_Display_PA,6940,108,2531.83,6192.45
2024-01-11,Display,OH,Google_Display_OH,44630,320,1415.66,4205.16
2024-01-11,Display,GA,Google_Display_GA,16053,241,2213.9,6968.25
2024-01-11,Video,FL,Google_Video_FL,57869,478,2569.52,4383.77
2024-01-11,Video,PA,Google_Video_PA,21619,733,2606.35,13320.33
2024-01-11,Video,OH,Google_Video_OH,13421,56,2351.37,5403.35
2024-01-11,Video,GA,Google_Video_GA,71364,144,2118.63,8171.01
2024-01-11,Shopping,TX,Google_Shopping_TX,49315,152,781.53,2980.87
2024-01-11,Discovery,NC,Google_Discovery_NC,23966,161,1528.86,4617.95
2024-01-11,Discovery,MI,Google_Discovery_MI,38649,574,1933.3,9275.96
2024-01-11,App Install,NY,Google_App Install_NY,43592,749,2540.57,7103.81
2024-01-11,App Install,FL,Google_App Install_FL,17552,104,2456.01,8415.48
2024-01-11,App Install,IL,Google_App Install_IL,19842,26,2659.22,4501.89
2024-01-11,App Install,OH,Google_App Install_OH,32090,620,1977.29,5031.01
2024-01-11,App Install,NC,Google_App Install_NC,17169,353,2618.61,4743.85
2024-01-11,App Install,MI,Google_App Install_MI,46555,512,197.99,478.82
2024-01-12,Search,TX,Google_Search_TX,15155,310,979.46,5220.58
2024-01-12,Search,IL,Google_Search_IL,78865,654,2985.79,11070.81
2024-01-12,Search,NC,Google_Search_NC,60851,672,2387.6,11310.36
2024-01-12,Search,MI,Google_Search_MI,56169,173,2266.01,4721.95
2024-01-12,Display,IL,Google_Display_IL,11121,558,733.47,3785.49
2024-01-12,Display,GA,Google_Display_GA,19527,214,2525.38,5223.32
2024-01-12,Video,FL,Google_Video_FL,3063,112,1606.81,5413.6
2024-01-12,Video,PA,Google_Video_PA,74449,494,1100.52,4287.97
2024-01-12,Shopping,CA,Google_Shopping_CA,25680,378,1492.23,4392.86
2024-01-12,Shopping,TX,Google_Shopping_TX,36816,515,493.43,1083.78
2024-01-12,Shopping,IL,Google_Shopping_IL,20670,653,361.68,1871.69
2024-01-12,Shopping,GA,Google_Shopping_GA,74587,266,2215.71,7237.03
2024-01-12,Shopping,MI,Google_Shopping_MI,59610,143,1971.72,4515.18
2024-01-12,Discovery,NY,Google_Discovery_NY,60051,754,2212.08,12533.82
2024-01-12,Discovery,OH,Google_Discovery_OH,24615,178,1772.28,7179.39
2024-01-12,App Install,OH,Google_App Install_OH,74175,167,785.72,1767.5
2024-01-12,App Install,MI,Google_App Install_MI,77707,573,689.24,2758.17
2024-01-13,Search,CA,Google_Search_CA,56771,145,1518.4,6682.06
2024-01-13,Search,FL,Google_Search_FL,53522,316,816.69,1296.92
2024-01-13,Search,IL,Google_Search_IL,35278,611,2451.21,12224.67
2024-01-13,Search,GA,Google_Search_GA,60566,638,2492.12,13389.57
2024-01-13,Search,MI,Google_Search_MI,24849,470,302.66,529.49
2024-01-13,Display,CA,Google_Display_CA,63408,797,1628.3,6089.28
2024-01-13,Display,NY,Google_Display_NY,66268,744,2696.61,8011.48
2024-01-13,Display,PA,Google_Display_PA,21561,48,2455.73,12002.06
2024-01-13,Display,OH,Google_Display_OH,49750,426,2214.69,10558.51
2024-01-13,Display,GA,Google_Display_GA,26699,197,209.21,355.67
2024-01-13,Shopping,NY,Google_Shopping_NY,33037,672,1651.47,9346.26
2024-01-13,Shopping,OH,Google_Shopping_OH,4272,304,2936.17,7526.27
2024-01-13,Shopping,GA,Google_Shopping_GA,12749,606,2580.04,10532.58
2024-01-13,Shopping,NC,Google_Shopping_NC,10704,375,2522.03,5633.02
2024-01-13,Shopping,MI,Google_Shopping_MI,76778,115,166.24,360.98
2024-01-13,Discovery,IL,Google_Discovery_IL,5149,114,978.09,3570.88
2024-01-13,Discovery,GA,Google_Discovery_GA,27733,25,1771.99,10569.59
2024-01-13,Discovery,NC,Google_Discovery_NC,79789,531,369.49,2162.79
2024-01-13,Discovery,MI,Google_Discovery_MI,8346,668,537.7,1173.83
2024-01-13,App Install,CA,Google_App Install_CA,17476,723,2779.56,16178.49
2024-01-13,App Install,FL,Google_App Install_FL,17095,640,2336.99,10587.68
2024-01-13,App Install,IL,Google_App Install_IL,52145,432,403.07,2261.11
2024-01-13,App Install,PA,Google_App Install_PA,6183,477,494.36,1504.45
2024-01-13,App Install,MI,Google_App Install_MI,30061,57,951.48,2251.19
2024-01-14,Search,CA,Google_Search_CA,29315,569,138.89,320.1
2024-01-14,Search,FL,Google_Search_FL,70287,126,533.93,2687.02
2024-01-14,Search,IL,Google_Search_IL,13809,311,165.86,665.54
2024-01-14,Search,PA,Google_Search_PA,70788,163,2773.59,14892.25
2024-01-14,Search,GA,Google_Search_GA,19646,173,1829.34,5835.76
2024-01-14,Search,NC,Google_Search_NC,79516,218,2131.81,6715.8
2024-01-14,Display,TX,Google_Display_TX,2162,239,2175.45,8832.15
2024-01-14,Display,FL,Google_Display_FL,78475,528,2488.13,12424.82
2024-01-14,Display,IL,Google_Display_IL,61471,141,511.45,1206.2
2024-01-14,Display,NC,Google_Display_NC,19083,237,2554.39,6812.84
2024-01-14,Display,MI,Google_Display_MI,22469,46,508.45,1865.18
2024-01-14,Video,CA,Google_Video_CA,18136,390,1881.33,6879.82
2024-01-14,Video,TX,Google_Video_TX,23804,633,1896.33,6625.81
2024-01-14,Video,IL,Google_Video_IL,57862,624,164.9,416.69
2024-01-14,Video,PA,Google_Video_PA,38883,563,1985.27,11028.27
2024-01-14,Video,OH,Google_Video_OH,36217,182,2500.53,11452.46
2024-01-14,Video,NC,Google_Video_NC,39415,53,824.12,1698.62
2024-01-14,Shopping,PA,Google_Shopping_PA,42404,657,288.16,1006.44
2024-01-14,Shopping,NC,Google_Shopping_NC,57727,196,2842.73,7478.57
2024-01-14,Discovery,CA,Google_Discovery_CA,34912,492,1359.14,2714.9
2024-01-14,Discovery,PA,Google_Discovery_PA,5492,774,2398.34,9574.87
2024-01-14,Discovery,OH,Google_Discovery_OH,54250,302,2313.99,4407.95
2024-01-14,Discovery,GA,Google_Discovery_GA,69669,63,1678.68,6422.35
2024-01-14,App Install,NY,Google_App Install_NY,5995,757,413.73,1258.65
2024-01-14,App Install,TX,Google_App Install_TX,13067,220,1574.25,5255.86
2024-01-14,App Install,FL,Google_App Install_FL,9062,493,2166.6,6488.16
2024-01-14,App Install,OH,Google_App Install_OH,71559,302,1526.9,3661.08
2024-01-14,App Install,NC,Google_App Install_NC,27762,45,150.55,520.58
2024-01-14,App Install,MI,Google_App Install_MI,71222,712,1130.47,3862.34
2024-01-15,Search,NY,Google_Search_NY,5890,229,449.44,685.22
2024-01-15,Search,TX,Google_Search_TX,28262,641,1267.48,6592.98
2024-01-15,Search,PA,Google_Search_PA,59340,423,1366.75,2965.99
2024-01-15,Search,OH,Google_Search_OH,10398,557,797.59,1692.48
2024-01-15,Search,NC,Google_Search_NC,9547,292,1268.65,4332.5
2024-01-15,Search,MI,Google_Search_MI,45297,661,1809.01,8860.41
2024-01-15,Display,NY,Google_Display_NY,79137,517,2032.96,4186.78
2024-01-15,Display,TX,Google_Display_TX,4575,786,1999.8,8269.25
2024-01-15,Display,PA,Google_Display_PA,75783,795,2129.81,9975.56
2024-01-15,Display,NC,Google_Display_NC,10621,344,2374.93,4014.43
2024-01-15,Video,TX,Google_Video_TX,67130,424,2371.65,9205.17
2024-01-15,Video,IL,Google_Video_IL,10535,223,1443.42,5016.71
2024-01-15,Video,PA,Google_Video_PA,56339,411,1848.66,9011.45
2024-01-15,Video,OH,Google_Video_OH,52070,121,530.48,1953.37
2024-01-15,Shopping,CA,Google_Shopping_CA,24832,800,1034.73,2404.26
2024-01-15,Shopping,MI,Google_Shopping_MI,36617,189,2661.93,14152.29
2024-01-15,Discovery,NY,Google_Discovery_NY,30094,498,247.84,885.63
2024-01-15,Discovery,IL,Google_Discovery_IL,55836,76,2538.98,11357.88
2024-01-15,Discovery,NC,Google_Discovery_NC,73532,105,782.11,3581.72
2024-01-15,App Install,PA,Google_App Install_PA,16674,105,2930.43,17088.34
2024-01-16,Search,GA,Google_Search_GA,20119,184,2297.71,8112.8
2024-01-16,Search,MI,Google_Search_MI,69258,775,2788.6,11349.29
2024-01-16,Display,FL,Google_Display_FL,24619,83,2454.42,6547.8
2024-01-16,Display,IL,Google_Display_IL,64168,347,1472.5,2829.61
2024-01-16,Display,GA,Google_Display_GA,13157,326,1827.47,3493.7
2024-01-16,Display,MI,Google_Display_MI,22687,543,2683.87,12170.1
2024-01-16,Video,PA,Google_Video_PA,53393,612,2835.48,12805.73
2024-01-16,Video,NC,Google_Video_NC,7653,622,1128.46,5315.29
2024-01-16,Video,MI,Google_Video_MI,13591,614,1328.22,4111.82
2024-01-16,Shopping,CA,Google_Shopping_CA,74331,677,819.52,3027.14
2024-01-16,Shopping,IL,Google_Shopping_IL,51464,382,410.33,2334.57
2024-01-16,Shopping,MI,Google_Shopping_MI,7920,639,2786.06,12980.39
2024-01-16,Discovery,CA,Google_Discovery_CA,51324,412,1685.72,7992.98
