date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue
2024-01-19,Discovery,IL,FB_Discovery_IL,16213,439,198.24,1116.27
2024-01-19,App Install,TX,FB_App Install_TX,37243,491,782.08,2435.74
2024-01-19,App Install,OH,FB_App Install_OH,17151,375,193.34,697.53
2024-01-19,App Install,MI,FB_App Install_MI,26534,172,753.37,1920.42
2024-01-20,Search,FL,FB_Search_FL,6721,105,890.41,4756.49
2024-01-20,Search,PA,FB_Search_PA,6873,191,1130.73,6311.22
2024-01-20,Search,NC,FB_Search_NC,28119,208,1569.38,9964.09
2024-01-20,Display,NY,FB_Display_NY,35151,96,1386.37,4182.68
2024-01-20,Display,TX,FB_Display_TX,18590,262,334.57,1004.8
2024-01-20,Display,FL,FB_Display_FL,20644,257,1576.2,6567.63
2024-01-20,Display,MI,FB_Display_MI,1443,495,821.6,5792.01
2024-01-20,Shopping,NY,FB_Shopping_NY,27099,173,618.32,3814.9
2024-01-20,Shopping,IL,FB_Shopping_IL,25645,153,1642.16,7155.91
2024-01-20,Shopping,PA,FB_Shopping_PA,37952,112,1204.84,6354.07
2024-01-20,Discovery,TX,FB_Discovery_TX,46405,45,1646.98,11156.56
2024-01-20,Discovery,OH,FB_Discovery_OH,44166,88,1444.71,9729.35
2024-01-20,Discovery,GA,FB_Discovery_GA,40186,255,1185.38,6171.31
2024-01-20,App Install,NY,FB_App Install_NY,24562,369,1796.23,9378.89
2024-01-20,App Install,FL,FB_App Install_FL,17268,346,1346.15,4035.81
2024-01-21,Search,NY,FB_Search_NY,7462,142,482.9,3129.75
2024-01-21,Search,IL,FB_Search_IL,25518,210,952.97,5791.54
2024-01-21,Search,OH,FB_Search_OH,2609,257,253.87,1141.37
2024-01-21,Search,NC,FB_Search_NC,48851,82,729.24,2959.55
2024-01-21,Display,TX,FB_Display_TX,48316,366,932.27,2240.29
2024-01-21,Display,FL,FB_Display_FL,47581,68,94.04,381.66
2024-01-21,Display,IL,FB_Display_IL,11771,486,1968.61,6818.22
2024-01-21,Display,PA,FB_Display_PA,11494,179,1141.71,8849.1
2024-01-21,Display,OH,FB_Display_OH,27545,332,409.68,2393.71
2024-01-21,Display,NC,FB_Display_NC,41246,462,434.78,2414.44
